,,,,PRODUCTOS QUE COMERCIALIZA,,,,
NO. ES,UBICACION,COLONIA,CP,MAGNA,PREMIUM,DIESEL,DME,
E04264,"CARR.MIGUEL ALEMAN-PESQUERIA, KM. 0.80",Sin Colonia,66650,S,S,S,N,
E12515,CARRETERA LIBRAMIENTO PESQUERIA LOS RAMONES NO. 117 KM 7.20,,,S,S,S,N,
J01427,CARRETERA HUINALA-DULCES NOMBRES KM. 4,.,.,N,N,S,N,
E07660,CARRETERA RAYONES-MONTERREY KM 0.520,,,S,N,S,N,
E02015,CARRETERA NACIONAL S/N  KM 1089,CENTRO,65200,S,S,S,N,
E03790,KM.78 CARRETERA NACIONAL MONTERREY-LAREDO,Sin Colonia,65200,S,N,S,N,
E03895,CALLE NI#OS HEROES N 1200,CENTRO,65200,S,N,S,N,
E04063,AUTOPISTA MONTERREY-LAREDO KM.98.5,,,S,S,S,N,
E04170,CARRETERA MONTERREY.LAREDO KM. 93,,,S,S,S,N,
E04467,CARRETERA NACIONAL MONTERREY-LAREDO KM. 102,Sin Colonia,65200,S,S,S,N,
E04588,CARRETERA LIBRE ESTATAL SABINAS PARAS KM. 1,PABLO DE LOS SANTOS,65200,S,S,S,N,
E05160,CALLE MINA N 400,CENTRO,65200,S,S,N,N,
E07391,CARRETERA NACIONAL 590,LARRALDENA,65200,S,S,N,N,
E09494,SENDERO ANCHO 1000,MIGUEL HIDALGO,65200,S,S,S,N,
E11932,CARRETERA NACIONAL 1135 NTE.,CENTRO,65200,S,S,S,N,
E04196,CARRT A COLOMBIA KM 20.2 ENTRONQ. CON SALINAS VICT,,,S,S,S,N,
J01184,CARRETERA SALINAS-AEROPUERTO DEL NORTE KM. 5.5,EXCOMUNIDAD MARIA Y JULIANA,65500,N,N,S,N,
E02019,AVENIDA UNIVERSIDAD N 100,ANAHUAC,66450,S,S,N,N,
E02534,AVENIDA UNIVERSIDAD N 915,CENTRO SAN NICOLAS,66449,S,S,S,N,
E02697,AVENIDA LOS ANGELES NO. 1000 OTE,GARZA CANTU,66480,S,S,S,N,
E03397,AVENIDA SANTO DOMINGO N 101,MIRAFLORES,66410,S,S,N,N,
E03530,CARRETERA AL MEZQUITAL NO. 8001 INT. 2,S/C,66440,S,S,S,N,
E03587,AVENIDA LOPEZ MATEOS N0 205,PENA GUERRA,66400,S,S,S,N,
E03738,AVENIDA NOGALAR N 351,INDUSTRIAL NOGALAR,66484,S,S,S,N,
E03934,AVENIDA ARTURO B DE LA GARZA N 102 NORTE,CENTRO SAN NICOLAS,66400,S,S,S,N,
E04061,AV.JORGE TREVI—O # 689,LAS PALMAS,66460,S,S,N,N,
E04084,AVENIDA FELIX GALVAN N 505,DEL LAGO,66463,S,S,N,N,
E04363,AVENIDA ACAPULCO NO. 100,LA FE,66477,S,S,S,N,
E04546,AVENIDA LOS NOGALES NO. 2908,INDUSTRIA NOGALAR,66484,S,S,S,N,
E04554,AVENIDA UNIVERSIDAD N 111 NTE,CHAPULTEPEC,66450,S,S,N,N,
E04575,CAMINO A SANTO DOMINGO-MEZQUITAL 1953,TORRES DE SANTO  DOMINGO,66440,S,S,N,N,
E04726,AVENIDA FELIX GALVAN N 1112,FRACCIONAMIENTO CORRAL DE PIEDRA,66490,S,S,S,N,
E04787,AVENIDA SANTO DOMINGO N 1429,VALLE DE SANTO DOMINGO,66438,S,S,N,N,
E04793,AVENIDA SENDERO NO. 600 NORTE,LA NOGALERA,66410,S,S,N,N,
E04843,AVENIDA DIEGO DIAZ DE BERLANGA No. 1551,JARDINES DE SANTO DOMINGO,66468,S,S,N,N,
E04884,AVENIDA SAN NICOLAS N0. 110,ARBOLEDAS DE SAN JORGE,66460,S,S,N,N,
E04910,AVENIDA DIEGO DIAZ DE BERLANGA N 410,SANTO DOMINGO,66437,S,S,S,N,
E04924,AVENIDA UNIVERSIDAD N 245,ANAHUAC,66450,S,S,N,N,
E04939,AVENIDA LOPEZ MATEOS NO. 700,RINCON DE ORIENTE,66470,S,S,N,N,
E05132,AVENIDA ADOLFO LOPEZ MATEOS NO. 4200,RINCON DE ORIENTE,64320,S,S,S,N,
E05192,AVENIDA REPUBLICALLE MEXICANA NO. 300,FRACCIONAMIENTO RIBERAS DE LAS PUENTES,66460,S,S,N,N,
E05375,AVENIDA LOS ANGELES (AHORA AVENIDA ROMULO GARZA) NO. 1324,HACIENDA LOS MORALES,66495,S,S,N,N,
E05449,AVENIDA DIEGO DIAZ DE BERLANGA # 615,INDUSTRIAL NOGALAR,66484,S,S,S,N,
E05512,MANUEL L BARRAGAN  NO. 200,ROBLE NORTE,66458,S,S,N,N,
E05587,ARTURO B. DE LA GARZA NO. 1204,RESIDENCIAL ROBLE SAN NICOLAS,66458,S,S,N,N,
E05607,A—O INTERNACIONAL DE LA MUJER 102,FOMERREY 4,66635,S,S,N,N,
E05669,CARRETERA MIGUEL ALEMAN NO. 300,LA FE,66400,S,S,N,N,
E05722,MANUEL L. BARRAGAN NO. 1300 NORTE,LAS MISIONES,66428,S,S,S,N,
E05766,AVENIDA ALFONSO REYES NO. 960,CENTRO,66400,S,S,N,N,
E05826,AVENIDA NOGALAR SUR 105,CUAUHTEMOC,66450,S,S,S,N,
E05865,AVENIDA JUAN MONTEMAYOR NO. 300,HACIENDA LOS MORALES,66495,S,S,N,N,
E05922,AVENIDA DIEGO DIAZ DE BERLANGA NO.119,PEDREGAL DE SANTO DOMINGO,88730,S,S,N,N,
E06177,AVENIDA FELIX GALVAN NO. 990,S/C,66490,S,S,N,N,
E06245,AVENIDA SENDERO NORTE NO. 248,VALLE SOL,66418,S,S,N,N,
E06291,CALZADA UNION NO. 1400,HACIENDA LOS MORALES,66450,S,S,N,N,
E06552,AVENIDA LOPEZ MATEOS Y ROBERTO GARZA SADA,LAGRANGE,66480,S,S,N,N,
E06633,AVENIDA SANTO DOMINGO NO.1500,PRADERAS DE SANTO DOMINGO,66436,S,S,N,N,
E06704,AVENIDA ADOLFO LOPEZ MATEOS NO. 1099,COMISION FEDERAL,.,S,S,N,N,
E06709,AVENIDA DIEGO DIAZ DE BERLANGA No. 196,HACIENDA DE SANTO DOMINGO,66444,S,S,N,N,
E06714,AVENIDA REPUBLICALLE MEXICANA Y ANILLO VIAL NO. 201,LAS PUENTES,66450,S,S,N,N,
E06789,AVENIDA ADOLFO LOPEZ MATEOS KM 3.7,LA GRANGE,66440,S,S,N,N,
E07499,AVENIDA FELIX GALVAN NO. 600,FIDEL VELAZQUEZ,66490,S,S,N,N,
E07579,MARIO J. MONTEMAYOR NO. 928,HACIENDA LOS MORALES,66495,S,S,N,N,
E07751,AVENIDA DIEGO DIAZ DE BERLANGA NO.661,NUEVA LAS PUENTES,66426,S,S,N,N,
E08105,AVENIDA UNIVERSIDAD 1011 Y LERDO DE TEJADA,CASA BELLA,66460,S,S,N,N,
E08200,PORFIRIO DIAZ ESQUINA AVENIDA ARTURO B. DE LA GARZA,CENTRO,66400,S,S,N,N,
E08213,AVENIDA UNIVERSIDAD NO. 1290 LOCAL 10,CASABELLA,66428,S,S,N,N,
E08340,AVENIDA SANTO DOMINGO 780,BOSQUES DEL ROBLE,66400,S,S,N,N,
E09237,AVENIDA MIGUEL ALEMAN NO. 1866,S/C,66478,S,S,N,N,
E09295,AVENIDA TELEFONOS S/N ESQ. CALLE ERIDANO,VALLE SAN MIGUEL 3ER SEC. GOLONDRINA,.,S,S,N,N,
E09380,AVENIDA ROMULO GARZA NO. 800-A,HACIENDA LOS MORALES,66495,S,S,N,N,
E10609,AVENIDA LOS ANGELES # 2150,GARZA CANTU,66480,S,S,S,N,
E10879,CALZADA UNION # 230 A,HACIENDA LOS MORALES,66495,S,S,N,N,
E10997,AVENIDA MONTES BERNESES 1305,RESIDENCIAL SAN NICOLAS,66414,S,S,N,N,
E11175,AVENIDA BENITO JUAREZ ESQ. ZONA PONIENTE NO. 736,CENTRO,64400,S,S,N,N,
E11385,AVENIDA NOGALAR SUR NO. 305-1,INDUSTRIAL NOGALAR,66484,S,S,N,N,
E12044,AVENIDA FELIX GALVAN NO. 520,FIDEL VELAZQUEZ,66496,S,S,N,N,
E12181,CRISTINA LARRALDE NO. 600,FRACCIONAMIENTO. SAN IGNACIO,66460,S,S,N,N,
J01361,AVENIDA UNIVERSIDAD 900 NTE,CHAPULTEPEC,66450,S,N,N,N,
E02023,AVENIDA JOSE VASCONCELOS N 1543,LA MIRRA SIERRA,66240,S,S,N,N,
E02037,CALLE RIO SAN LORENZO N 699,FUENTES DEL VALLE,66220,S,S,N,N,
E02038,CALLE RIO TAMAZUCHALE N 301,DEL VALLE,66220,S,S,N,N,
E03102,AVENIDA VASCONCELOS N 398 PTE,DEL VALLE,66230,S,S,S,N,
E03590,BOULERVARD DIAZ ORDAZ KM 335,LA LEONA,66200,S,S,N,N,
E03641,AVENIDA JOSE VASCONCELOS NO. 600,DEL VALLE,66232,S,S,S,N,
E03648,AVENIDA LAZARO CARDENAS N 2517 OTE,RESIDENCIAL SAN AGUSTIN,66220,S,S,N,N,
E03726,AVENIDA ROBERTO GARZA SADA N 334,BOSQUES DEL VALLE,66250,S,S,N,N,
E04000,AVENIDA IGNACIO MORONES PRIETO N 789 PTE,SAN CARLOS,66239,S,S,S,N,
E04811,CORREGIDORA ESQ. BOULERVARD DIAZ ORDAZ NO. 600,LUCIO BLANCO,64480,S,S,N,N,
E04974,AVENIDA HUMBERTO LOBO N 520,DEL VALLE,66220,S,S,N,N,
E05615,"DIEGO DIAZ DE BERLANGA NO. 124,126,128 Y 130",BOSQUES DE ANAHUAC,66463,S,S,N,N,
E10107,AVENIDA JOSE VASCONCELOS NO. 667,CENTRO,66230,S,S,S,N,
E02123,BOULERVARD DIAZ ORDAZ NO. 337,LA FAMA,66100,S,S,S,N,
E02124,AVENIDA MANUEL ORDONEZ ORIENTE 510,CENTRO,66350,S,S,S,N,
E02911,CARR MONTERREY SALTILLO_KM.66.5,,,S,S,S,N,
E03665,AVENIDA CUAUHTEMOC N 1400,RESIDENCIAL CUAUHTEMOC,66350,S,S,S,N,
E04236,AVENIDA MANUEL ORDO#EZ N 1423 PTE,ZIMEX,66350,S,S,S,N,
E04443,AVENIDA MORONES PRIETO N 117,LA BANDA,66376,S,S,N,N,
E04580,BOULERVARD DIAZ ORDAZ N 102,LA FAMA,66100,S,S,S,N,
E04742,AVENIDA CUAUHTEMOC # 105,CUAUHTEMOC,66146,S,S,N,N,
E06221,INDUSTRIAS DEL PONIENTE NO. 301,PIO XII,66350,S,S,N,N,
E06315,AVENIDA MANUEL ORDO—EZ NO. 2300,LUIS ECHEVERRIA,66350,S,S,N,N,
E06490,URANO 2620,LA PUERTA DEL SOL,66367,S,S,N,N,
E06521,AVENIDA CUAUHTEMOC 1280,RESIDENCIAL CUAUHTEMOC,66360,S,S,N,N,
E07051,AVENIDA LUIS DONALDO COLOSIO NUMERO 210,TEPEYAC,66360,S,S,N,N,
E07160,LUIS DONALDO COLOSIO NO. 109,LOMAS DEL PONIENTE,66350,S,S,N,N,
E07393,CARRETERA A SALTILLO KM 339,LOS TREVI—O,66350,S,S,N,N,
E07788,AVENIDA INDUSTRIAS DEL PONIENTE 1598-1,PUERTA DEL SOL,66350,S,S,S,N,
E08057,CARRETERA MONTERREY-SALTILLO 3253,AL PTE DE FRACCIONAMIENTO PUERTA DE LAS MITRAS,66300,S,S,S,N,
E08307,CARRETERA MONTERREY-SALTILLO 1300-1,S/C,66350,S,S,N,N,
E08337,CARRETERA MONTERREY-SALTILLO NO. 1602-A,PUERTA DEL SOL,00000,S,S,N,N,
E08411,CARRETERA MONTERREY-SALTILLO 2748-A,FRACCIONAMIENTO. LAS ANACUAS,66359,S,S,N,N,
E08815,CARRETERA MONTERREY-VILLA DE GARCIA SN,RINCON DEL PONIENTE,.,S,S,N,N,
E09429,CARRETERA MONTERREY-SALTILLO NO. 3997,SANTA CATARINA,.,S,S,S,N,
E09436,AVENIDA MANUEL J. CLOUTHIER S/N,SAN HUMBERTO,66120,S,S,N,N,
E09655,CARRETERA MONTERREY-SALTILLO NO. 2591,.,.,S,S,S,N,
E09982,AVENIDA PERIMETRAL NORTE NO. 103-A,MISION DE SANTA CATARINA,66360,S,S,N,N,
E10101,AVENIDA MIGUEL ALEMAN S/N,ENRIQUE RANGEL,66354,S,S,N,N,
E10110,LOTE TERRENO 1 PLANO PARCEL. (CARR MTY-SALTILLO KM 63),S/C,.,S,S,N,N,
E10184,BOULERVARD GUSTAVO DIAZ ORDAZ NO. 118,LA FAMA,.,S,S,N,N,
E10309,AVENIDA CUAUHTEMOC NO. 237,HACIENDA LOS PORTALES,.,S,S,N,N,
E10430,LOS GARZA NO. 120,INFONAVIT LA HUASTECA,66354,S,S,N,N,
E11790,BOULEVARD DIAZ ORDAZ # 117,LA FAMA,.,S,S,S,N,
E11871,ACUEDUCTO # 260,ENRIQUE RANGEL,66354,S,S,S,N,
E12746,AVENIDA LUIS D. COLOSIO Y PIONEROS DE ROCHADALE NO. 610,PROVIVIENDA,66360,N,N,N,N,
J01374,BOULEVARD DIAZ ORDAZ 113,LA FAMA PRIMER SECTOR,66100,S,N,N,N,
E02066,CARRETERA NACIONAL S/N,.,67300,S,S,N,N,
E02132,CARR NACIONAL KM 253,,,S,S,S,N,
E04428,CARRETERA NAL.KM. 255 NO. 204,FRACCIONAMIENTO. CUATRO CAMINOS,67300,S,S,S,N,
E04995,CARRETERA NACIONAL KM 261 NO. 202-A,EL CERRITO,67300,S,S,S,N,
E05796,CARRETERA NACIONAL S/N,S/C,67300,S,S,N,N,
E06101,CARRETERA NACIONAL NO. 103,EL CERCADO,67320,S,S,N,N,
E06288,MOLINERO NO. 101,Sin Colonia,67303,S,S,N,N,
E07096,CARRETERA NACIONAL MEXICO-LAREDO KM 242,EL ALAMO,66000,S,S,S,N,
E07146,CARRETERA NACIONAL KM.244,SAN JOSE,67320,S,S,N,N,
E07485,CARRETERA NACIONAL KM 242 + 712 ESQ. ALFOSO MTZ. D.,CONGREGACION SAN PEDRO,67300,S,S,N,N,
E10572,CARRETERA NACIONAL KM. 256,LOS RODRIGUEZ,0,S,S,S,N,
E10818,CAMINO A LA PRESA DE LA BOCALLE # 328,HUAJUQUITO,67300,S,S,S,N,
E11826,CARRETERA NACIONAL NO. 120,EL YERBANIZ,67302,S,S,N,N,
E02017,CARR A COLOMBIA KM 86,CENTRO,65350,S,N,S,N,
E00428,CARRETERA AMATE-LA CAPILLA,Sin Colonia,68420,S,S,S,N,
E01035,CARRETERA   AMATE - COSOLAPA KM. 21,CENTRO,68420,S,N,N,N,
E01038,CARRETERA  AMATE-COSOLAPA N S/N,CENTRO,68423,S,S,S,N,
E02964,BOULERVARD BENITO JUAREZ N 1,COSTA VERDE,68310,S,S,S,N,
E04274,CARRETERA TUXTEPEC-OJITLAN KM. 43,Sin Colonia,68470,S,S,S,N,
E05125,KM 18+500 CARRETERA AMATE-COSOLAPA ,Sin Colonia,68422,S,S,S,N,
E05420,BOULERVARD PLAN DE TUXTEPEC N 1,CENTRO,68380,S,S,S,N,
E05445,AVENIDA JUAREZ N S/N,CENTRO,68430,S,S,S,N,
E09871,CARRETERA COSTERA DEL PACIFICO KM. 80 MAS 800,,,S,S,S,N,
E00637,KM 440.0 CARRETERA INTERNACIONAL,CHOCANO,49600,S,S,S,N,
E04189,SUPER CARRETERA OAXCA-TEHUACAN KM.87,Sin Colonia,69600,S,S,S,N,
E04931,CARRETERA PANAMERICANA KM 87+700,Sin Colonia,69600,S,S,S,N,
E08294,PARAJE ARROYO DEL NOPAL S/N,.,71290,S,S,S,N,
E03867,BOULERVARD CHAHUE N S/N,LA CRUCECITA,71950,S,S,S,N,
E08711,CARRETERA IXTEPEC-CHIHUITAN KM 3,,,S,S,S,N,
E00438,CALLE VICENTE GUERRERO No.9,CENTRO,68410,S,N,S,N,
E06282,LOTE 1 MANZANA 8  DEL CUARTEL 5,Sin Colonia,68488,S,N,S,N,
E12748,CARRETERA COSOLAPA - EL REFUGIO KM 40.15,,,N,N,N,N,
E00903,CARR PANAMERICANA KM 303,Sin Colonia,70180,S,S,S,N,
E11676,AVENIDA SAN ISIDRO NO. 160,S/C,71240,S,S,S,N,
E06047,"ITUNDUTIA, JURISDICCION DE LA AGENCIA M. DE PROGRESO",NA,71102,S,S,S,N,
E08764,PARAJE EL MORAL S/N,.,71100,S,N,S,N,
E00893,AVENIDA JOAQUIN AMARO NO. 34,MODERNA,70110,S,S,S,N,
E06194,AVENIDA HIDALGO N S/N,CENTRO,70117,S,N,S,N,
E00634,CARRETERA OAXACALLE  PUERTO ANGEL KM 615,Sin Colonia,71500,S,S,S,N,
E10124,CARRETERA  OAXACALLE - PUERTO ANGEL KM. 60+800,,,S,S,S,N,
E02775,2 DE ABRIL # 135,ANTONIO DE LEON,69000,S,S,S,N,
E04031,CALLE MINA N 70,69005,69007,S,S,S,N,
E06697,CALLE 2 DE ABRIL NO. 202,MILITAR,69000,S,S,S,N,
E08386,CARRETERA A TEHUACAN S/N,AGENCIA LA JUNTA,69000,S,S,S,N,
E08406,CARRETERA INTERNACIONAL A OAXACALLE NO. 132,AGENCIA DE SANTA TERESA,69000,S,S,S,N,
E09146,"DOS DE ABRIL NO. 65 ""A""",LA MERCED,69006,S,S,S,N,
E09612,BOULEVARD TIERRA DEL SOL # 232,AGENCIA LAS ANIMAS,69000,S,S,S,N,
E10123,AVENIDA CONSTITUYENTES # 54,FEDERALISMO,69000,S,S,S,N,
E10964,AVENIDA 5 DE FEBRERO S/N,TEPEYAC,69006,S,S,S,N,
E11614,AVENIDA VENUSTIANO CARRANZA NO. 131,SANTA TERESA,69005,S,S,S,N,
E11660,HUAJUAPAN-TEHUACAN NO. 110,CORAZON DE JESUS PRIMERA SECCION,69000,S,S,S,N,
E00896,CARRETERA TRANSISMICALLE CRUCE JUCHITAN-IXTEPEC,Sin Colonia,70000,S,S,S,N,
E00897,"KM.60 CARR.TRANSISMICALLE LA VENTOSA, OAX.",Sin Colonia,70102,S,S,S,N,
E05673,KM 209+500,Sin Colonia,70000,S,S,S,N,
E09855,CALLE CARRETERA PANAMERICANA KM. 821 MARTIRES 34 D,,,S,S,S,N,
E10077,"CARRETERA PANAMERICANA KM 13.0 MARGEN IZQUIERDO, TRAMO LA VENTOSA LA VENTA",,,S,S,S,N,
E10233,CARRETERA TRANSISTMICALLE KM. 819,CHEGUIGO,70040,S,S,S,N,
J01327,"CARRETERA JUCHITAN-IXTEPEC KM. 1+600, S/N",ZONA INDUSTRIAL,70000,N,N,S,N,
E00657,KM 56.0 YUCUDA-TLAXIACO KM 56,BARRIO SAN DIEGO,69800,S,S,S,N,
E05395,CARRETERA A YACUDAA KM 55,Sin Colonia,69800,S,S,S,N,
E09505,AVENIDA A CHALCATONGO NO. 410,BARRIO SAN BARTOLO,69800,S,S,S,N,
E04015,KM 20 CARRETERA HUAJUAPAN-TEZOATLAN,Sin Colonia,69200,S,S,S,N,
E06160,KM 0+240 CARRETERA HUAUTLA-TUXTEPEC,Sin Colonia,75780,S,S,S,N,
E03139,KM 175.5 CARRETERA OAXACA-IXTLAN-TUXTEPEX,,,S,S,S,N,
E11208,TERR.QUE SE ENCUENTRA UBICADO EN SANTIAGO XIACUI,S/C,68767,S,N,S,N,
E01020,CARRETERA CD. ALEMAN-SAYULA,OAXAQUE#OS ILUSTRES,68400,S,S,S,N,
E01021,AVENIDA 16 DE SEPTIEMBRE N 84,CENTRO,68400,S,S,N,N,
E04007,KM. 6 CARRETERA. TUXTEPEC ? OAXACALLE ,Sin Colonia,68300,S,S,S,N,
E07707,CARR.CD. ALEMAN-SAYULA KM 33 ESQ.BLVD 16 DE SEPTIEMBRE,FLORESTA,68400,S,S,S,N,
E08321,KM 22 CARRETERA INTERNACIONAL CRISTOBAL COLON,,,S,S,S,N,
E06808,NACIONAL # 7,,,S,S,S,N,
E07510,CALZ. INDEPENDENCIA #52,,69250,S,S,S,N,
E07994,KM 1+280 CARRT.MARISCALA DE JUAREZ-FRESNILLO DE TR,,,S,N,N,N,
E03032,CALLE 21 DE MARZO N S/N,PROGRESO,70380,S,S,S,N,
E03103,"KM.101+165 CAR.TRANSISMICALLE MATIAS ROMERO,OAX.-ACAY",Sin Colonia,70312,S,S,S,N,
E00640,CARRETERA OAXACA-PTO.ANGEL KM.100,Sin Colonia,70800,S,S,S,N,
E06395,CARRETERA FEDERAL OAXACA-PUERTO ANGEL KM 102,Sin Colonia,00000,S,S,S,N,
E10522,"CARRETERA OAXACA.-PUERTO ANGEL NO.101,MIHUATLAN DE",,,S,S,S,N,
E00638,CL HEROES DE CHAPULTEPEC N 812,CENTRO,68000,S,S,N,N,
E00642,AVENIDA INDEPENDENCIA N 1000,CENTRO,68000,S,S,N,N,
E00643,PERIFERICO N S/N,CINCO SE#ORES,68020,S,S,S,N,
E00646,KM 542.5 PANAMERICANA,SANTA ROSA,68030,S,S,S,N,
E02861,SIMBOLOS PATRIOS No. 1015,SAN AGUSTIN DE LAS JUNTAS,71238,S,S,S,N,
E03826,CALLE PRIMERA N 121,PALESTINA,71230,S,S,S,N,
E04555,AVENIDA SIMBOLOS PATRIOS N 918,REFORMA,68130,S,S,S,N,
E04601,CARRETERA INTERNACIONAL OAXACA-MEXICO KM 242.9,LA JOYA,68274,S,S,S,N,
E04788,CARRETERA INTERNACIONAL HUAJUAPAN-OAXACALLE KM 184.5,Sin Colonia,68274,S,S,S,N,
E05334,LUIS ECHEVERRIA NO.400,"GPE. VICTORIA,STA. ROSA PANZACOLA",68030,S,S,S,N,
E07900,CARRETERA INTERNACIONAL KM. 552,SAN FRANCISCO TUTLA,71246,S,S,S,N,
E08196,CARRETERA A XOCOTLAN NO. 100,SANTA ANITA,68150,S,S,N,N,
E08678,BELISARIO DOMINGUEZ NO.109 ESQ. PORFIRIO DIAZ,REFORMA,68050,S,S,N,N,
E10253,"CARRETERA OAXACA-PUERTO ESCONDIDO, LA PENA KM 1.5",,,S,S,S,N,
E11252,LIBRAMIENTO RIO ATOYAC NO. 401,PARAJE SANTA MARIA,68274,S,S,S,N,
E11699,AVENIDA MONTE ALBAN NO. 136,JARDINES,68140,S,S,S,N,
E12206,AVENIDA MONTOYA NO. 1500,AGENCIA DE MONTOYA,68036,S,S,S,N,
E12631,PROLONGACION DE CALZADA DE LA REPUBLICALLE NO. 300,LA CIENEGUITA,68127,S,S,S,N,
J01262,CAMPI—A S/N,EX HACIENDA DE CANDIANI,S/C,N,N,S,N,
E00647,PROL. AVENIDA  MORELOS N S/N,Sin Colonia,71510,S,S,S,N,
E12229,LIBRAMIENTO OCOTLAN DE MORELOS KM 37.31,,,S,S,S,N,
E02582,CARRETERA PEREZ GAZGA S/N.,CENTRO,71000,S,S,S,N,
E05718,CARRT PEREZ GAZCALLE KM 147+400,Sin Colonia,71000,S,S,S,N,
E09181,CARRETERA ALFONSO PEREZ GASGA NO. 2050,YUTEE,71006,S,S,S,N,
E09557,CARRETERA PEREZ GASGA N0. 2025,GUADALUPE YUTEE,71000,S,S,S,N,
E10486,LAZARO CARDENAS NO.309,LA QUEBRADORA,71000,S,S,S,N,
E12428,CAMINO A SAN ANTONIO DE JUAREZ NO. 301,LOMA BONITA,71020,S,N,S,N,
E00899,CARRETERA TRANSISMICALLE KM 4,Sin Colonia,70610,S,S,S,N,
E00900,"LOTE 28, MANZANA No. 1",1 DE MAYO,70630,S,S,S,N,
E03509,CALLE WILFRIDO CRUZ N S/N,CANTARRANAS,70680,S,S,S,N,
E04465,"CARRETERA TRANSIST.SALINA CRUZ-TEHUANTEPEC, KM.6+500",Sin Colonia,70600,S,S,S,N,
E09914,CARRETERA TRANSISTMICALLE KM. 6.5,GRANADILLO,70610,S,S,S,N,
E09140,CARRETERA COSTERA DEL PACIFICO  #001,PROGRESO,,S,S,S,N,
E09452,CARRET.FEDERAL PINOTEPA-PUERTO ESCONDIDO KM.16 #003,DEL PROGRESO,,S,S,S,N,
E09634,AVENIDA SIMBOLOS PATRIOS 419,BUENOS AIRES,71236,S,S,S,N,
E07081,KM 13+100 CARRETERA A OCOTLAN,,,S,S,S,N,
E07455,CALLE NACIONAL NO. 95,BARRIO LA CANDELARIA,70495,S,S,S,N,
E07205,CARRETERA OCOTLAN-EJUTLA KM 36,,,S,S,S,N,
E09503,DOMICILIO CONOCIDO S/N SECCION TERCERA,ARROYO VENADO,68460,S,S,S,N,
E09222,CARRET.FEDERAL CRISTOBAL COLON#1901 KM.18+700,,,S,S,S,N,
E05079,KM 5 LIBRAMIENTO RIVERAS DEL ATOYAC # 500,Sin Colonia,68285,S,S,S,N,
E08876,AVENIDA MANUEL GOMEZ MORIN NO. 134,SANTA CRUZ,68285,S,S,N,N,
E12090,CARRETERA FEDERAL TUXTEPEC - OAXACALLE KM 15.26,,,S,S,S,N,
E01043,AVENIDA 5 DE MAYO ESQUINA RIVA PALACIOS NO. 1953,LA PIRAGUA,68380,S,S,S,N,
E05867,CARRETERA FED. CD. ALEMAN-SAYULA KM 16+126,Sin Colonia,95100,S,S,S,N,
E06595,BOULEVARD FRANCISCO FERNANDEZ ARTEAGA # 2767,SANTA FE,0,S,S,S,N,
E08233,CARRETERA TUXTEPEC-CAMELIA ROJA,LA LORENA,68310,S,S,S,N,
E09335,FRANCISCO GOMEZ NO. 62,S/C,68441,S,S,S,N,
E09617,PROLONGACION BOULEVARD BENITO JUAREZ NO. 2.3,PREDIO SAN ROSENDO,68300,S,S,S,N,
E09825,CAMINO A RODEO ARROYO PEPESCALLE NO. 30,EJIDO LA REFORMA,68445,S,N,S,N,
E10160,CALLE PORFIRIO DIAZ S/N ENTRONQUE CARR FED 145,EJIDO SANTA ROSA PAPALOAPAN,68440,S,N,S,N,
E10598,MIGUEL HIDALGO NO. 10,CENTRO,68300,S,S,N,N,
E10867,AL PORVENIR 642,,,S,S,S,N,
E10895,BOULEVARD BENITO JUAREZ S/N ESQ. AVENIDA REFORMA,LA PIRAGUA,68310,S,S,S,N,
E10934,CARRETERA TUXTEPEC - AGUA FRIA # 612,LA ESPERANZA,68443,S,S,S,N,
E11367,BOULEVARD BENITO JUAREZ NUM. 3800,23 DE NOVIEMBRE,68330,S,S,S,N,
E11440,CARRETERA FEDERAL TUXTEPEC - PUENTE CARACOL KM 3.60,,,S,S,S,N,
E12336,BOULEVARD MANUEL AVILA CAMACHO NUMERO 523,MARIA LUISA,68320,N,N,N,N,
E08309,CARRETERA FEDERAL PEREZ GASGA NORTE NO. 1,LAS PAROTAS,,S,S,S,N,
E03200,KM 116 CARR TUXTEPEC-PALOMARES ENTRONQUE S.FELIPE,Sin Colonia,70212,S,S,S,N,
E10881,AVENIDA INDEPENDENCIA ESQ. LIC. JAVIER LIEVANA PALMA S/N,NUEVA PATRIA,70215,S,S,S,N,
E10884,AVENIDA INDEPENDENCIA ESQ. LUIS DONALDO COLOSIO M. S/N,NUEVA PATRIA,70215,S,N,S,N,
E05148,KM 157.1 CARRETERA TRAMO OAXACA-PTO. ESCONDIDO,Sin Colonia,71960,S,S,S,N,
E11046,CALLE HERNANDEZ LOPEZ SIN NUMERO.,BARRIO SAN BARTOLO,69800,S,S,S,N,
E10177,LA JOYA NO. 1 ESQ. CARRETERA FED. 190 CORREDOR URBANO,N/D,68263,S,S,S,N,
E08469,CAMINO CARRETERO A TLAXIACO NO. 2,PARAJE LOMA EL MIRADOR,71140,S,N,S,N,
E11755,IGNACIO ZARAGOZA NO. 8,S/C,71145,S,S,S,N,
E10770,AVENIDA CASTO VIRGEN MARIANO # 2 MANZANA 1 CUARTEL 6,S/C,68430,S,S,S,N,
E11297,CARR 125-A HUAJUAPAN DE LEON-EL CARRIZAL TMO JUXTL KM 88.00,,,S,S,S,N,
E07988,CARRETERA HUAJUAPAN-OAXACALLE KM 160 S/N,,,S,S,S,N,
